GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA1930,A00AA1940,A00AA1950,A00AA1960,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010,A00AA2020
GIS Join Match Code,NHGIS Integrated State Name,FIPS State Code,NHGIS Integrated State Code,NHGIS Integrated County Name,FIPS County Code,NHGIS Integrated County Code,1930: Persons: Total,1940: Persons: Total,1950: Persons: Total,1960: Persons: Total,1970: Persons: Total,1980: Persons: Total,1990: Persons: Total,2000: Persons: Total,2010: Persons: Total,2020: Persons: Total
"G3101090","Nebraska","31","310","Lancaster County","109","1090",100324,100585,119742,155272,167972,192884,213641,250291,285407,322608
"G3101110","Nebraska","31","310","Lincoln County","111","1110",25627,25425,27380,28491,29538,36455,32508,34632,36288,34676
"G3101130","Nebraska","31","310","Logan County","113","1130",2014,1742,1357,1108,991,983,878,774,763,716
"G3101150","Nebraska","31","310","Loup County","115","1150",1818,1777,1348,1097,854,859,683,712,632,607
"G3101190","Nebraska","31","310","Madison County","119","1190",26037,24269,24338,25145,27402,31382,32655,35226,34876,35585
"G3101170","Nebraska","31","310","McPherson County","117","1170",1358,1175,825,735,623,593,546,533,539,399
"G3101210","Nebraska","31","310","Merrick County","121","1210",10619,9354,8812,8363,8751,8945,8042,8204,7845,7668
"G3101230","Nebraska","31","310","Morrill County","123","1230",9950,9436,8263,7057,5813,6085,5423,5440,5042,4555
"G3101250","Nebraska","31","310","Nance County","125","1250",8718,7653,6512,5635,5142,4740,4275,4038,3735,3380
"G3101270","Nebraska","31","310","Nemaha County","127","1270",12356,12781,10973,9099,8976,8367,7980,7576,7248,7074
"G3101290","Nebraska","31","310","Nuckolls County","129","1290",12629,10446,9609,8217,7404,6726,5786,5057,4500,4095
"G3101310","Nebraska","31","310","Otoe County","131","1310",19901,18994,17056,16503,15576,15183,14252,15396,15740,15912
"G3101330","Nebraska","31","310","Pawnee County","133","1330",9423,8514,6744,5356,4473,3937,3317,3087,2773,2544
"G3101350","Nebraska","31","310","Perkins County","135","1350",5834,5197,4809,4189,3423,3637,3367,3200,2970,2858
"G3101370","Nebraska","31","310","Phelps County","137","1370",9261,8452,9048,9800,9553,9769,9715,9747,9188,8968
"G3101390","Nebraska","31","310","Pierce County","139","1390",11080,10211,9405,8722,8493,8481,7827,7857,7266,7317
"G3101410","Nebraska","31","310","Platte County","141","1410",21181,20191,19910,23992,26508,28852,29820,31662,32237,34296
"G3101430","Nebraska","31","310","Polk County","143","1430",10092,8748,8044,7210,6468,6320,5675,5639,5406,5214
"G3101450","Nebraska","31","310","Red Willow County","145","1450",13859,11951,12977,12940,12191,12615,11705,11448,11055,10702
"G3101470","Nebraska","31","310","Richardson County","147","1470",19826,19178,16886,13903,12277,11315,9937,9531,8363,7871
"G3101490","Nebraska","31","310","Rock County","149","1490",3366,3977,3026,2554,2231,2383,2019,1756,1526,1262
"G3101510","Nebraska","31","310","Saline County","151","1510",16356,15010,14046,12542,12809,13131,12715,13843,14200,14292
"G3101530","Nebraska","31","310","Sarpy County","153","1530",10402,10835,15693,31281,63696,86015,102583,122595,158840,190604
"G3101550","Nebraska","31","310","Saunders County","155","1550",20167,17892,16923,17270,17018,18716,18285,19830,20780,22278
"G3101570","Nebraska","31","310","Scotts Bluff County","157","1570",28644,33917,33939,33809,36432,38344,36025,36951,36970,36084
"G3101590","Nebraska","31","310","Seward County","159","1590",15938,14167,13155,13581,14460,15789,15450,16496,16750,17609
"G3101610","Nebraska","31","310","Sheridan County","161","1610",10793,9869,9539,9049,7285,7544,6750,6198,5469,5127
"G3101630","Nebraska","31","310","Sherman County","163","1630",9122,7764,6421,5382,4725,4226,3718,3318,3152,2959
"G3101650","Nebraska","31","310","Sioux County","165","1650",4667,4001,3124,2575,2034,1845,1549,1475,1311,1135
"G3101670","Nebraska","31","310","Stanton County","167","1670",7809,6887,6387,5783,5758,6549,6244,6455,6129,5842
"G3101690","Nebraska","31","310","Thayer County","169","1690",13684,12262,10563,9118,7779,7582,6635,6055,5228,5034
"G3101710","Nebraska","31","310","Thomas County","171","1710",1510,1553,1206,1078,954,973,851,729,647,669
"G3101730","Nebraska","31","310","Thurston County","173","1730",10462,10243,8590,7237,6942,7186,6936,7171,6940,6773
"G3101750","Nebraska","31","310","Valley County","175","1750",9533,8163,7252,6590,5783,5633,5169,4647,4260,4059
"G3101770","Nebraska","31","310","Washington County","177","1770",12095,11578,11511,12103,13310,15508,16607,18780,20234,20865
"G3101790","Nebraska","31","310","Wayne County","179","1790",10566,9880,10129,9959,10400,9858,9364,9851,9595,9697
"G3101810","Nebraska","31","310","Webster County","181","1810",10210,8071,7395,6224,6477,4858,4279,4061,3812,3395
"G3101830","Nebraska","31","310","Wheeler County","183","1830",2335,2170,1526,1297,1054,1060,948,886,818,774
"G3101850","Nebraska","31","310","York County","185","1850",17239,14874,14346,13724,13685,14798,14428,14598,13665,14125
"G3205100","Nevada","32","320","Carson City","510","5100",,,,,15468,32022,40443,52457,55274,58639
"G3200010","Nevada","32","320","Churchill County","001","0010",5075,5317,6161,8452,10513,13917,17938,23982,24877,25516
"G3200030","Nevada","32","320","Clark County","003","0030",8532,16414,48289,127016,273288,463087,741459,1375765,1951269,2265461
"G3200050","Nevada","32","320","Douglas County","005","0050",1840,2056,2029,3481,6882,19421,27637,41259,46997,49488
"G3200070","Nevada","32","320","Elko County","007","0070",9960,10912,11654,12011,13958,17269,33530,45291,48818,53702
"G3200090","Nevada","32","320","Esmeralda County","009","0090",1077,1554,614,619,629,777,1344,971,783,729
"G3200110","Nevada","32","320","Eureka County","011","0110",1333,1361,896,767,948,1198,1547,1651,1987,1855
"G3200130","Nevada","32","320","Humboldt County","013","0130",3795,4743,4838,5708,6375,9434,12844,16106,16528,17285
"G3200150","Nevada","32","320","Lander County","015","0150",1714,1745,1850,1566,2666,4076,6266,5794,5775,5734
"G3200170","Nevada","32","320","Lincoln County","017","0170",3601,4130,3837,2431,2557,3732,3775,4165,5345,4499
"G3200190","Nevada","32","320","Lyon County","019","0190",3810,4076,3679,6143,8221,13594,20001,34501,51980,59235
"G3200210","Nevada","32","320","Mineral County","021","0210",1863,2342,5560,6329,7051,6217,6475,5071,4772,4554
"G3200230","Nevada","32","320","Nye County","023","0230",3989,3606,3101,4374,5599,9048,17781,32485,43946,51591
"G3200250","Nevada","32","320","Ormsby County","025","0250",2221,3209,4172,8063,,,,,,
"G3200270","Nevada","32","320","Pershing County","027","0270",2652,2713,3103,3199,2670,3408,4336,6693,6753,6650
"G3200290","Nevada","32","320","Storey County","029","0290",667,1216,671,568,695,1503,2526,3399,4010,4104
"G3200310","Nevada","32","320","Washoe County","031","0310",27158,32476,50205,84743,121068,193623,254667,339486,421407,486492
"G3200330","Nevada","32","320","White Pine County","033","0330",11771,12377,9424,9808,10150,8167,9264,9181,10030,9080
"G3300010","New Hampshire","33","330","Belknap County","001","0010",22623,24328,26632,28912,32367,42884,49216,56325,60088,63705
"G3300030","New Hampshire","33","330","Carroll County","003","0030",14277,15589,15868,15829,18548,27931,35410,43666,47818,50107
"G3300050","New Hampshire","33","330","Cheshire County","005","0050",33685,34953,38811,43342,52364,62116,70121,73825,77117,76458
"G3300070","New Hampshire","33","330","Coos County","007","0070",38959,39274,35932,37140,34291,35147,34828,33111,33055,31268
"G3300090","New Hampshire","33","330","Grafton County","009","0090",42816,44645,47923,48857,54914,65806,74929,81743,89118,91118
"G3300110","New Hampshire","33","330","Hillsborough County","011","0110",140165,144888,156987,178161,223941,276608,336073,380841,400721,422937
"G3300130","New Hampshire","33","330","Merrimack County","013","0130",56152,60710,63022,67785,80925,98302,120005,136225,146445,153808
"G3300150","New Hampshire","33","330","Rockingham County","015","0150",53750,58142,70059,99029,138951,190345,245845,277359,295223,314176
"G3300170","New Hampshire","33","330","Strafford County","017","0170",38580,43553,51567,59799,70431,85408,104233,112233,123143,130889
"G3300190","New Hampshire","33","330","Sullivan County","019","0190",24286,25442,26441,28067,30949,36063,38592,40458,43742,43063
"G3400010","New Jersey","34","340","Atlantic County","001","0010",124823,124066,132399,160880,175043,194119,224327,252552,274549,274534
"G3400030","New Jersey","34","340","Bergen County","003","0030",364977,409646,539139,780255,898012,845385,825380,884118,905116,955732
"G3400050","New Jersey","34","340","Burlington County","005","0050",93541,97013,135910,224499,323132,362542,395066,423394,448734,461860
"G3400070","New Jersey","34","340","Camden County","007","0070",252312,255727,300743,392035,456291,471650,502824,508932,513657,523485
"G3400090","New Jersey","34","340","Cape May County","009","0090",29486,28919,37131,48555,59554,82266,95089,102326,97265,95263
"G3400110","New Jersey","34","340","Cumberland County","011","0110",69895,73184,88597,106850,121374,132866,138053,146438,156898,154152
"G3400130","New Jersey","34","340","Essex County","013","0130",833513,837340,905949,923545,929986,851116,778206,793633,783969,863728
"G3400150","New Jersey","34","340","Gloucester County","015","0150",70802,72219,91727,134840,172681,199917,230082,254673,288288,302294
"G3400170","New Jersey","34","340","Hudson County","017","0170",690730,652040,647437,610734,609266,556972,553099,608975,634266,724854
"G3400190","New Jersey","34","340","Hunterdon County","019","0190",34728,36766,42736,54107,69718,87361,107776,121989,128349,128947
"G3400210","New Jersey","34","340","Mercer County","021","0210",187143,197318,229781,266392,303968,307863,325824,350761,366513,387340
"G3400230","New Jersey","34","340","Middlesex County","023","0230",212208,217077,264872,433856,583813,595893,671780,750162,809858,863162
"G3400250","New Jersey","34","340","Monmouth County","025","0250",147209,161238,225327,334401,459379,503173,553124,615301,630380,643615
"G3400270","New Jersey","34","340","Morris County","027","0270",110445,125732,164371,261620,383454,407630,421353,470212,492276,509285
"G3400290","New Jersey","34","340","Ocean County","029","0290",33069,37706,56622,108241,208470,346038,433203,510916,576567,637229
"G3400310","New Jersey","34","340","Passaic County","031","0310",302129,309353,337093,406618,460782,447585,453060,489049,501226,524118
"G3400330","New Jersey","34","340","Salem County","033","0330",36834,42274,49508,58711,60346,64676,65294,64285,66083,64837
"G3400350","New Jersey","34","340","Somerset County","035","0350",65132,74390,99052,143913,198372,203129,240279,297490,323444,345361
"G3400370","New Jersey","34","340","Sussex County","037","0370",27830,29632,34423,49255,77528,116119,130943,144166,149265,144221
"G3400390","New Jersey","34","340","Union County","039","0390",305209,328344,398138,504255,543116,504094,493819,522541,536499,575345
"G3400410","New Jersey","34","340","Warren County","041","0410",49319,50181,54374,63220,73879,84429,91607,102437,108692,109632
"G3500010","New Mexico","35","350","Bernalillo County","001","0010",45430,69391,145673,262199,315774,419700,480577,556678,662564,676444
"G3500030","New Mexico","35","350","Catron County","003","0030",3282,4881,3533,2773,2198,2720,2563,3543,3725,3579
"G3500050","New Mexico","35","350","Chaves County","005","0050",19549,23980,40605,57649,43335,51103,57849,61382,65645,65157
"G3500060","New Mexico","35","350","Cibola County","006","0060",,,,,,,23794,25595,27213,27172
"G3500070","New Mexico","35","350","Colfax County","007","0070",19157,18718,16761,13806,12170,13667,12925,14189,13750,12387
"G3500090","New Mexico","35","350","Curry County","009","0090",15809,18159,23351,32691,39517,42019,42207,45044,48376,48430
"G3500110","New Mexico","35","350","De Baca County","011","0110",2893,3725,3464,2991,2547,2454,2252,2240,2022,1698
"G3500130","New Mexico","35","350","Doña Ana County","013","0130",27455,30411,39557,59948,69773,96340,135510,174682,209233,219561
"G3500150","New Mexico","35","350","Eddy County","015","0150",15842,24311,40640,50783,41119,47855,48605,51658,53829,62314
"G3500170","New Mexico","35","350","Grant County","017","0170",19050,20050,21649,18700,22030,26204,27676,31002,29514,28185
"G3500190","New Mexico","35","350","Guadalupe County","019","0190",7027,8646,6772,5610,4969,4496,4156,4680,4687,4452
"G3500210","New Mexico","35","350","Harding County","021","0210",4421,4374,3013,1874,1348,1090,987,810,695,657
"G3500230","New Mexico","35","350","Hidalgo County","023","0230",5023,4821,5095,4961,4734,6049,5958,5932,4894,4178
"G3500250","New Mexico","35","350","Lea County","025","0250",6144,21154,30717,53429,49554,55993,55765,55511,64727,74455
"G3500270","New Mexico","35","350","Lincoln County","027","0270",7198,8557,7409,7744,7560,10997,12219,19411,20497,20269
"G3500280","New Mexico","35","350","Los Alamos County","028","0280",,,10476,13037,15198,17599,18115,18343,17950,19419
"G3500290","New Mexico","35","350","Luna County","029","0290",6247,6457,8753,9839,11706,15585,18110,25016,25095,25427
"G3500310","New Mexico","35","350","McKinley County","031","0310",20643,23641,27451,37209,43208,56449,60686,74798,71492,72902
"G3500330","New Mexico","35","350","Mora County","033","0330",10322,10981,8720,6028,4673,4205,4264,5180,4881,4189
"G3500350","New Mexico","35","350","Otero County","035","0350",9779,10522,14909,36976,41097,44665,51928,62298,63797,67839
"G3500370","New Mexico","35","350","Quay County","037","0370",10828,12111,13971,12279,10903,10577,10823,10155,9041,8746
"G3500390","New Mexico","35","350","Rio Arriba County","039","0390",21381,25352,24997,24193,25170,29282,34365,41190,40246,40363
"G3500410","New Mexico","35","350","Roosevelt County","041","0410",11109,14549,16409,16198,16479,15695,16702,18018,19846,19191
"G3500450","New Mexico","35","350","San Juan County","045","0450",14701,17115,18292,53306,52517,81433,91605,113801,130044,121661
"G3500470","New Mexico","35","350","San Miguel County","047","0470",23636,27910,26512,23468,21951,22751,25743,30126,29393,27201
"G3500430","New Mexico","35","350","Sandoval County","043","0430",11144,13898,12438,14201,17492,34799,63319,89908,131561,148834
"G3500490","New Mexico","35","350","Santa Fe County","049","0490",19567,30826,38153,44970,53756,75360,98928,129292,144170,154823
"G3500510","New Mexico","35","350","Sierra County","051","0510",5184,6962,7186,6409,7189,8454,9912,13270,11988,11576
"G3500530","New Mexico","35","350","Socorro County","053","0530",9611,11422,9670,10168,9763,12566,14764,18078,17866,16595
"G3500550","New Mexico","35","350","Taos County","055","0550",14394,18528,17146,15934,17516,19456,23118,29979,32937,34489
